0,0.807
0.001,0.839
0.002,0.833
0.003,0.846
0.004,0.846
0.005,0.849
0.006,0.846
0.007,0.849
0.008,0.882
0.009,0.872
0.01,0.866
0.011,0.879
0.012,0.856
0.013,0.84
0.014,0.839
0.015,0.826
0.016,0.82
0.017,0.836
0.018,0.846
0.019,0.827
0.02,0.826
0.021,0.836
0.022,0.846
0.023,0.869
0.024,0.859
0.025,0.849
0.026,0.879
0.027,0.876
0.028,0.859
0.029,0.859
0.03,0.892
0.031,0.853
0.032,0.817
0.033,0.839
0.034,0.826
0.035,0.826
0.036,0.833
0.037,0.83
0.038,0.794
0.039,0.813
0.04,0.82
0.041,0.813
0.042,0.82
0.043,0.826
0.044,0.826
0.045,0.836
0.046,0.833
0.047,0.839
0.048,0.846
0.049,0.846
0.05,0.846
0.051,0.833
0.052,0.83
0.053,0.83
0.054,0.81
0.055,0.813
0.056,0.784
0.057,0.797
0.058,0.803
0.059,0.794
0.06,0.8
0.061,0.794
0.062,0.8
0.063,0.8
0.064,0.813
0.065,0.826
0.066,0.82
0.067,0.82
0.068,0.83
0.069,0.813
0.07,0.807
0.071,0.79
0.072,0.8
0.073,0.807
0.074,0.797
0.075,0.794
0.076,0.79
0.077,0.819
0.078,0.81
0.079,0.794
0.08,0.8
0.081,0.81
0.082,0.826
0.083,0.823
0.084,0.797
0.085,0.794
0.086,0.806
0.087,0.82
0.088,0.81
0.089,0.807
0.09,0.81
0.091,0.797
0.092,0.807
0.093,0.8
0.094,0.787
0.095,0.78
0.096,0.793
0.097,0.8
0.098,0.761
0.099,0.774
0.1,0.79
0.101,0.797
0.102,0.79
0.103,0.78
0.104,0.797
0.105,0.81
0.106,0.803
0.107,0.8
0.108,0.787
0.109,0.826
0.11,0.813
0.111,0.79
0.112,0.777
0.113,0.777
0.114,0.79
0.115,0.774
0.116,0.787
0.117,0.774
0.118,0.793
0.119,0.793
0.12,0.777
0.121,0.78
0.122,0.8
0.123,0.787
0.124,0.806
0.125,0.787
0.126,0.777
0.127,0.8
0.128,0.813
0.129,0.813
0.13,0.787
0.131,0.8
0.132,0.8
0.133,0.79
0.134,0.793
0.135,0.784
0.136,0.777
0.137,0.777
0.138,0.761
0.139,0.774
0.14,0.774
0.141,0.79
0.142,0.777
0.143,0.79
0.144,0.803
0.145,0.8
0.146,0.81
0.147,0.836
0.148,0.817
0.149,0.813
0.15,0.816
0.151,0.803
0.152,0.813
0.153,0.807
0.154,0.774
0.155,0.771
0.156,0.783
0.157,0.784
0.158,0.767
0.159,0.774
0.16,0.758
0.161,0.774
0.162,0.771
0.163,0.78
0.164,0.787
0.165,0.79
0.166,0.8
0.167,0.787
0.168,0.78
0.169,0.793
0.17,0.8
0.171,0.784
0.172,0.774
0.173,0.764
0.174,0.764
0.175,0.754
0.176,0.751
0.177,0.748
0.178,0.757
0.179,0.757
0.18,0.754
0.181,0.787
0.182,0.78
0.183,0.777
0.184,0.79
0.185,0.78
0.186,0.797
0.187,0.8
0.188,0.813
0.189,0.807
0.19,0.787
0.191,0.787
0.192,0.774
0.193,0.79
0.194,0.78
0.195,0.78
0.196,0.777
0.197,0.767
0.198,0.77
0.199,0.767
0.2,0.77
0.201,0.78
0.202,0.79
0.203,0.826
0.204,0.81
0.205,0.781
0.206,0.784
0.207,0.797
0.208,0.794
0.209,0.793
0.21,0.8
0.211,0.784
0.212,0.774
0.213,0.777
0.214,0.761
0.215,0.748
0.216,0.76
0.217,0.757
0.218,0.757
0.219,0.764
0.22,0.767
0.221,0.78
0.222,0.787
0.223,0.797
0.224,0.784
0.225,0.806
0.226,0.803
0.227,0.787
0.228,0.803
0.229,0.797
0.23,0.797
0.231,0.784
0.232,0.771
0.233,0.793
0.234,0.754
0.235,0.78
0.236,0.774
0.237,0.761
0.238,0.764
0.239,0.767
0.24,0.774
0.241,0.777
0.242,0.78
0.243,0.784
0.244,0.787
0.245,0.79
0.246,0.784
0.247,0.793
0.248,0.81
0.249,0.803
0.25,0.803
0.251,0.79
0.252,0.793
0.253,0.797
0.254,0.787
0.255,0.784
0.256,0.761
0.257,0.767
0.258,0.767
0.259,0.761
0.26,0.764
0.261,0.764
0.262,0.777
0.263,0.784
0.264,0.787
0.265,0.784
0.266,0.761
0.267,0.8
0.268,0.797
0.269,0.784
0.27,0.8
0.271,0.777
0.272,0.784
0.273,0.787
0.274,0.774
0.275,0.777
0.276,0.793
0.277,0.777
0.278,0.764
0.279,0.761
0.28,0.787
0.281,0.787
0.282,0.8
0.283,0.794
0.284,0.784
0.285,0.793
0.286,0.79
0.287,0.81
0.288,0.816
0.289,0.807
0.29,0.816
0.291,0.803
0.292,0.81
0.293,0.813
0.294,0.803
0.295,0.833
0.296,0.839
0.297,0.839
0.298,0.836
0.299,0.846
0.3,0.869
0.301,0.892
0.302,0.899
0.303,0.899
0.304,0.915
0.305,0.918
0.306,0.925
0.307,0.931
0.308,0.951
0.309,0.932
0.31,0.909
0.311,0.912
0.312,0.915
0.313,0.909
0.314,0.925
0.315,0.925
0.316,0.931
0.317,0.957
0.318,0.954
0.319,0.967
0.32,0.977
0.321,0.971
0.322,0.984
0.323,0.968
0.324,0.955
0.325,0.941
0.326,0.951
0.327,0.945
0.328,0.945
0.329,0.938
0.33,0.925
0.331,0.938
0.332,0.951
0.333,0.948
0.334,0.941
0.335,0.919
0.336,0.931
0.337,0.918
0.338,0.905
0.339,0.912
0.34,0.902
0.341,0.925
0.342,0.918
0.343,0.905
0.344,0.931
0.345,0.918
0.346,0.925
0.347,0.892
0.348,0.895
0.349,0.889
0.35,0.856
0.351,0.862
0.352,0.866
0.353,0.807
0.354,0.829
0.355,0.817
0.356,0.813
0.357,0.803
0.358,0.807
0.359,0.8
0.36,0.79
0.361,0.826
0.362,0.82
0.363,0.813
0.364,0.82
0.365,0.817
0.366,0.816
0.367,0.826
0.368,0.826
0.369,0.813
0.37,0.79
0.371,0.787
0.372,0.774
0.373,0.754
0.374,0.757
0.375,0.731
0.376,0.741
0.377,0.734
0.378,0.744
0.379,0.741
0.38,0.731
0.381,0.744
0.382,0.731
0.383,0.76
0.384,0.767
0.385,0.774
0.386,0.777
0.387,0.758
0.388,0.767
0.389,0.777
0.39,0.777
0.391,0.764
0.392,0.751
0.393,0.774
0.394,0.761
0.395,0.744
0.396,0.738
0.397,0.741
0.398,0.741
0.399,0.731
0.4,0.738
0.401,0.738
0.402,0.741
0.403,0.754
0.404,0.754
0.405,0.767
0.406,0.783
0.407,0.79
0.408,0.806
0.409,0.823
0.41,0.83
0.411,0.839
0.412,0.846
0.413,0.853
0.414,0.879
0.415,0.905
0.416,0.899
0.417,0.908
0.418,0.951
0.419,0.984
0.42,1.02
0.421,1.069
0.422,1.105
0.423,1.138
0.424,1.174
0.425,1.194
0.426,1.214
0.427,1.217
0.428,1.24
0.429,1.26
0.43,1.273
0.431,1.257
0.432,1.227
0.433,1.234
0.434,1.234
0.435,1.247
0.436,1.237
0.437,1.25
0.438,1.247
0.439,1.234
0.44,1.224
0.441,1.214
0.442,1.234
0.443,1.224
0.444,1.136
0.445,1.083
0.446,1.018
0.447,1.007
0.448,0.961
0.449,0.893
0.45,0.876
0.451,0.824
0.452,0.774
0.453,0.731
0.454,0.682
0.455,0.636
0.456,0.616
0.457,0.59
0.458,0.557
0.459,0.528
0.46,0.514
0.461,0.514
0.462,0.498
0.463,0.436
0.464,0.396
0.465,0.389
0.466,0.363
0.467,0.357
0.468,0.379
0.469,0.396
0.47,0.422
0.471,0.458
0.472,0.471
0.473,0.468
0.474,0.475
0.475,0.481
0.476,0.481
0.477,0.491
0.478,0.494
0.479,0.498
0.48,0.514
0.481,0.547
0.482,0.554
0.483,0.567
0.484,0.599
0.485,0.619
0.486,0.629
0.487,0.668
0.488,0.682
0.489,0.705
0.49,0.705
0.491,0.721
0.492,0.737
0.493,0.731
0.494,0.741
0.495,0.754
0.496,0.757
0.497,0.787
0.498,0.784
0.499,0.79
0.5,0.787
0.501,0.777
0.502,0.784
0.503,0.793
0.504,0.803
0.505,0.8
0.506,0.8
0.507,0.816
0.508,0.81
0.509,0.826
0.51,0.804
0.511,0.797
0.512,0.8
0.513,0.807
0.514,0.803
0.515,0.781
0.516,0.777
0.517,0.784
0.518,0.793
0.519,0.787
0.52,0.784
0.521,0.777
0.522,0.787
0.523,0.8
0.524,0.8
0.525,0.82
0.526,0.839
0.527,0.817
0.528,0.826
0.529,0.82
0.53,0.807
0.531,0.82
0.532,0.81
0.533,0.79
0.534,0.8
0.535,0.794
0.536,0.803
0.537,0.79
0.538,0.8
0.539,0.8
0.54,0.794
0.541,0.819
0.542,0.82
0.543,0.833
0.544,0.833
0.545,0.823
0.546,0.83
0.547,0.843
0.548,0.833
0.549,0.823
0.55,0.836
0.551,0.826
0.552,0.807
0.553,0.81
0.554,0.813
0.555,0.81
0.556,0.826
0.557,0.82
0.558,0.8
0.559,0.794
0.56,0.803
0.561,0.82
0.562,0.823
0.563,0.843
0.564,0.83
0.565,0.817
0.566,0.833
0.567,0.833
0.568,0.852
0.569,0.853
0.57,0.83
0.571,0.817
0.572,0.826
0.573,0.833
0.574,0.804
0.575,0.797
0.576,0.807
0.577,0.803
0.578,0.807
0.579,0.797
0.58,0.81
0.581,0.826
0.582,0.826
0.583,0.839
0.584,0.833
0.585,0.839
0.586,0.836
0.587,0.826
0.588,0.846
0.589,0.846
0.59,0.853
0.591,0.84
0.592,0.839
0.593,0.836
0.594,0.82
0.595,0.826
0.596,0.826
0.597,0.833
0.598,0.839
0.599,0.813
0.6,0.842
0.601,0.853
0.602,0.843
0.603,0.862
0.604,0.859
0.605,0.872
0.606,0.876
0.607,0.879
0.608,0.882
0.609,0.872
0.61,0.856
0.611,0.843
0.612,0.849
0.613,0.846
0.614,0.833
0.615,0.826
0.616,0.82
0.617,0.833
0.618,0.83
0.619,0.817
0.62,0.833
0.621,0.849
0.622,0.862
0.623,0.862
0.624,0.859
0.625,0.869
0.626,0.859
0.627,0.879
0.628,0.859
0.629,0.875
0.63,0.889
0.631,0.872
0.632,0.856
0.633,0.849
0.634,0.846
0.635,0.856
0.636,0.843
0.637,0.843
0.638,0.826
0.639,0.862
0.64,0.866
0.641,0.859
0.642,0.859
0.643,0.856
0.644,0.885
0.645,0.879
0.646,0.869
0.647,0.879
0.648,0.882
0.649,0.908
0.65,0.895
0.651,0.869
0.652,0.85
0.653,0.859
0.654,0.882
0.655,0.866
0.656,0.859
0.657,0.869
0.658,0.876
0.659,0.879
0.66,0.866
0.661,0.885
0.662,0.889
0.663,0.892
0.664,0.895
0.665,0.882
0.666,0.879
0.667,0.902
0.668,0.895
0.669,0.886
0.67,0.882
0.671,0.892
0.672,0.882
0.673,0.879
0.674,0.885
0.675,0.879
0.676,0.889
0.677,0.892
0.678,0.892
0.679,0.882
0.68,0.898
0.681,0.895
0.682,0.889
0.683,0.889
0.684,0.895
0.685,0.892
0.686,0.918
0.687,0.909
0.688,0.905
0.689,0.915
0.69,0.925
0.691,0.902
0.692,0.902
0.693,0.905
0.694,0.889
0.695,0.899
0.696,0.889
0.697,0.866
0.698,0.876
0.699,0.902
0.7,0.902
0.701,0.899
